id,factory_no,machine_no,serial_no,part_no,timestamp,status
677,40416,41019,5938942CL4R0156661577860220,a42CL9R,2002-05-31T10:39:00.000Z,beta_engine
678,199637,22261,5220142CL3R0156661577860220,a42CL7R,2001-03-22T07:36:00.000Z,beta_engine
679,262642,3795,2178242CL7R0156661577860220,a42CL2R,2001-08-21T10:23:00.000Z,beta_engine
680,166832,7064,4093642CL6R0156661577860220,a42CL7R,2002-02-13T23:16:00.000Z,beta_engine
681,165205,10275,2642242CL4R0156661577860220,a42CL9R,2001-12-26T09:17:00.000Z,beta_engine
682,153625,34312,2889742CL9R0156661577860220,a42CL1R,2002-03-28T10:35:00.000Z,beta_engine
683,564359,16386,3355242CL8R0156661577860220,a42CL5R,2002-09-28T18:45:00.000Z,beta_engine
684,106221,47557,2041042CL8R0156661577860220,a42CL2R,2001-01-26T12:21:00.000Z,beta_engine
685,266536,11975,1408542CL3R0156661577860220,a42CL3R,2001-07-17T03:39:00.000Z,beta_engine
686,132419,9271,5137442CL1R0156661577860220,a42CL4R,2001-07-11T11:55:00.000Z,beta_engine
687,395860,16536,6449842CL8R0156661577860220,a42CL1R,2001-04-12T13:23:00.000Z,beta_engine
688,185085,28009,737942CL1R0156661577860220,a42CL3R,2001-03-24T09:00:00.000Z,beta_engine
689,169328,3498,2214342CL9R0156661577860220,a42CL1R,2001-12-24T19:50:00.000Z,beta_engine
690,71066,18308,2675642CL9R0156661577860220,a42CL7R,2002-10-12T07:29:00.000Z,beta_engine
691,72142,13889,1830042CL6R0156661577860220,a42CL6R,2002-07-06T01:41:00.000Z,beta_engine
692,283578,17844,5152242CL3R0156661577860220,a42CL7R,2002-03-27T13:46:00.000Z,beta_engine
693,13260,22169,5522142CL1R0156661577860220,a42CL9R,2002-07-20T02:12:00.000Z,beta_engine
694,65229,19033,5567142CL4R0156661577860220,a42CL5R,2001-12-09T23:18:00.000Z,beta_engine
695,154028,17818,82442CL3R0156661577860220,a42CL5R,2002-02-04T20:49:00.000Z,beta_engine
696,121552,26648,3654442CL6R0156661577860220,a42CL7R,2001-09-26T01:00:00.000Z,beta_engine
697,78331,25030,6213942CL7R0156661577860220,a42CL1R,2001-07-13T16:14:00.000Z,beta_engine
698,123223,11248,5563042CL6R0156661577860220,a42CL5R,2001-10-15T18:10:00.000Z,beta_engine
699,52763,10187,3304442CL6R0156661577860220,a42CL4R,2001-12-05T10:40:00.000Z,beta_engine
700,178437,18357,4590642CL2R0156661577860220,a42CL8R,2001-07-01T22:28:00.000Z,beta_engine
701,51751,35494,478842CL6R0156661577860220,a42CL7R,2001-05-01T15:16:00.000Z,beta_engine
702,340805,10383,905142CL6R0156661577860220,a42CL6R,2002-05-28T19:49:00.000Z,beta_engine
703,432070,8917,5022042CL7R0156661577860220,a42CL5R,2002-07-02T03:02:00.000Z,beta_engine
704,176954,30537,1718242CL6R0156661577860220,a42CL1R,2002-03-08T23:34:00.000Z,beta_engine
705,118110,11588,6337442CL1R0156661577860220,a42CL3R,2001-07-30T02:42:00.000Z,beta_engine
706,326895,44904,2170842CL9R0156661577860220,a42CL6R,2001-10-23T22:25:00.000Z,beta_engine
707,62416,9058,3694342CL7R0156661577860220,a42CL3R,2001-06-10T03:20:00.000Z,beta_engine
708,173963,9261,854042CL9R0156661577860220,a42CL7R,2001-09-17T11:55:00.000Z,beta_engine
709,210208,21054,2455742CL7R0156661577860220,a42CL3R,2002-07-29T09:44:00.000Z,beta_engine
710,92345,23957,1887642CL6R0156661577860220,a42CL2R,2002-04-07T08:02:00.000Z,beta_engine
711,93524,22042,1338142CL8R0156661577860220,a42CL5R,2001-08-19T05:15:00.000Z,beta_engine
712,84580,9095,909642CL9R0156661577860220,a42CL2R,2001-12-16T15:35:00.000Z,beta_engine
713,99330,12951,5687042CL7R0156661577860220,a42CL7R,2002-04-26T01:50:00.000Z,beta_engine
714,434131,46288,3234842CL7R0156661577860220,a42CL9R,2000-09-18T09:20:00.000Z,beta_engine
715,144867,19469,4970442CL5R0156661577860220,a42CL9R,2001-10-03T23:37:00.000Z,beta_engine
716,376158,15002,997542CL7R0156661577860220,a42CL4R,2002-05-07T00:12:00.000Z,beta_engine
717,130761,15543,5786542CL1R0156661577860220,a42CL6R,2002-05-29T22:51:00.000Z,beta_engine
718,123871,27121,2515542CL9R0156661577860220,a42CL1R,2001-08-15T09:47:00.000Z,beta_engine
719,212383,1477,2005242CL6R0156661577860220,a42CL1R,2001-05-24T02:46:00.000Z,beta_engine
720,177630,4415,5877542CL6R0156661577860220,a42CL2R,2001-09-25T01:56:00.000Z,beta_engine
721,133944,10154,370942CL1R0156661577860220,a42CL6R,2000-11-11T17:11:00.000Z,beta_engine
722,187755,35246,5760342CL1R0156661577860220,a42CL7R,2001-11-29T17:06:00.000Z,beta_engine
723,79643,5188,4935642CL1R0156661577860220,a42CL2R,2002-02-28T09:26:00.000Z,beta_engine
724,254059,26159,2696242CL2R0156661577860220,a42CL2R,2001-08-19T08:57:00.000Z,beta_engine
725,145566,4867,4753042CL3R0156661577860220,a42CL8R,2001-06-09T13:23:00.000Z,beta_engine
726,293327,9294,2893042CL6R0156661577860220,a42CL5R,2001-06-09T17:10:00.000Z,beta_engine
727,235602,10460,3822442CL9R0156661577860220,a42CL9R,2001-09-17T22:30:00.000Z,beta_engine
728,59163,28925,2266642CL8R0156661577860220,a42CL7R,2002-05-08T01:51:00.000Z,beta_engine
729,219584,64025,113742CL9R0156661577860220,a42CL5R,2001-10-17T06:18:00.000Z,beta_engine
730,43698,26516,2711442CL1R0156661577860220,a42CL4R,2002-01-25T11:10:00.000Z,beta_engine
731,44902,12163,3241642CL6R0156661577860220,a42CL1R,2002-09-07T08:06:00.000Z,beta_engine
732,83734,23162,1284642CL2R0156661577860220,a42CL6R,2002-05-13T11:01:00.000Z,beta_engine
733,377398,15073,5150842CL4R0156661577860220,a42CL1R,2001-10-31T04:24:00.000Z,beta_engine
734,110049,17502,4652242CL4R0156661577860220,a42CL1R,2002-05-03T18:42:00.000Z,beta_engine
735,60498,10728,2969442CL8R0156661577860220,a42CL4R,2002-02-10T09:24:00.000Z,beta_engine
736,49335,21028,4457242CL4R0156661577860220,a42CL1R,2002-04-12T05:39:00.000Z,beta_engine
737,219844,2862,5850742CL5R0156661577860220,a42CL6R,2002-11-09T01:55:00.000Z,beta_engine
738,489563,22266,2675542CL8R0156661577860220,a42CL5R,2002-07-28T13:46:00.000Z,beta_engine
739,137618,8788,671042CL4R0156661577860220,a42CL5R,2002-02-26T02:51:00.000Z,beta_engine
740,269347,37876,5517742CL5R0156661577860220,a42CL6R,2002-06-16T11:36:00.000Z,beta_engine
741,198567,16742,5468942CL1R0156661577860220,a42CL9R,2001-07-17T08:09:00.000Z,beta_engine
742,347860,23229,3555242CL2R0156661577860220,a42CL8R,2001-03-20T01:10:00.000Z,beta_engine
743,149239,21496,2628742CL3R0156661577860220,a42CL9R,2001-05-14T07:34:00.000Z,beta_engine
744,120013,3544,3411442CL4R0156661577860220,a42CL1R,2001-09-04T00:57:00.000Z,beta_engine
745,70495,18878,4205242CL5R0156661577860220,a42CL9R,2002-03-18T00:30:00.000Z,beta_engine
746,109262,19725,5703742CL1R0156661577860220,a42CL7R,2002-05-11T04:04:00.000Z,beta_engine
747,151746,4612,6198242CL7R0156661577860220,a42CL4R,2001-08-25T17:08:00.000Z,beta_engine
748,153182,7275,5773842CL8R0156661577860220,a42CL7R,2002-09-17T15:02:00.000Z,beta_engine
749,78232,8347,2683742CL4R0156661577860220,a42CL9R,2002-11-24T03:04:00.000Z,beta_engine
750,78447,35002,2136242CL4R0156661577860220,a42CL6R,2002-10-27T03:48:00.000Z,beta_engine
751,111074,12136,234442CL9R0156661577860220,a42CL2R,2002-02-23T08:51:00.000Z,beta_engine
752,209366,39549,423742CL6R0156661577860220,a42CL5R,2001-01-13T21:05:00.000Z,beta_engine
753,288881,34776,706542CL1R0156661577860220,a42CL4R,2002-03-06T20:37:00.000Z,beta_engine
754,31240,34384,1482542CL9R0156661577860220,a42CL7R,2002-03-14T10:48:00.000Z,beta_engine
755,84939,15540,4550642CL5R0156661577860220,a42CL1R,2001-11-12T21:48:00.000Z,beta_engine
756,179759,16298,301542CL6R0156661577860220,a42CL8R,2001-08-18T13:44:00.000Z,beta_engine
757,114508,28512,5729442CL4R0156661577860220,a42CL2R,2001-10-24T03:13:00.000Z,beta_engine
758,79983,28084,450042CL5R0156661577860220,a42CL8R,2002-06-28T06:08:00.000Z,beta_engine
759,33306,47431,1771842CL6R0156661577860220,a42CL9R,2001-11-15T07:37:00.000Z,beta_engine
760,128486,18003,301542CL9R0156661577860220,a42CL2R,2002-01-25T15:14:00.000Z,beta_engine
761,46872,7355,6128342CL4R0156661577860220,a42CL7R,2002-03-12T13:12:00.000Z,beta_engine
762,120729,12810,4242942CL9R0156661577860220,a42CL2R,2002-01-22T14:23:00.000Z,beta_engine
763,43691,5583,6477542CL8R0156661577860220,a42CL8R,2001-02-08T14:51:00.000Z,beta_engine
764,88953,11796,3122442CL9R0156661577860220,a42CL4R,2002-09-11T13:12:00.000Z,beta_engine
765,121068,17174,2555442CL5R0156661577860220,a42CL6R,2002-03-29T19:18:00.000Z,beta_engine
766,51551,25582,2419142CL9R0156661577860220,a42CL9R,2001-12-20T23:39:00.000Z,beta_engine
767,134630,5276,270642CL5R0156661577860220,a42CL5R,2002-06-19T01:40:00.000Z,beta_engine
768,269007,35621,5905442CL5R0156661577860220,a42CL4R,2002-07-28T23:41:00.000Z,beta_engine
769,223820,5282,6201742CL1R0156661577860220,a42CL1R,2001-01-12T12:05:00.000Z,beta_engine
770,207464,6149,3792742CL2R0156661577860220,a42CL4R,2001-08-31T20:21:00.000Z,beta_engine
771,121383,27723,3400042CL4R0156661577860220,a42CL6R,2001-09-30T01:02:00.000Z,beta_engine
772,231388,11330,6371742CL3R0156661577860220,a42CL2R,2001-03-15T00:09:00.000Z,beta_engine
773,125479,9996,4677642CL9R0156661577860220,a42CL4R,2002-10-01T10:56:00.000Z,beta_engine
774,176767,27271,1367342CL2R0156661577860220,a42CL6R,2002-01-20T15:22:00.000Z,beta_engine
775,275001,12149,6442942CL3R0156661577860220,a42CL4R,2002-05-04T18:09:00.000Z,beta_engine
776,212520,9868,3093742CL7R0156661577860220,a42CL6R,2002-02-05T17:55:00.000Z,beta_engine
777,156917,20644,3873142CL5R0156661577860220,a42CL9R,2001-10-11T06:54:00.000Z,beta_engine
778,241003,29442,4242742CL7R0156661577860220,a42CL7R,2002-06-17T12:04:00.000Z,beta_engine
779,37886,9525,149442CL2R0156661577860220,a42CL5R,2002-04-15T08:01:00.000Z,beta_engine
780,236424,1833,1367642CL6R0156661577860220,a42CL8R,2002-03-21T09:35:00.000Z,beta_engine
781,269209,38963,4346142CL3R0156661577860220,a42CL2R,2001-08-22T15:24:00.000Z,beta_engine
782,128852,29796,4845042CL1R0156661577860220,a42CL2R,2001-08-18T06:03:00.000Z,beta_engine
783,132244,33554,4095242CL6R0156661577860220,a42CL9R,2001-11-04T14:37:00.000Z,beta_engine
784,103761,13087,2503742CL7R0156661577860220,a42CL9R,2001-11-29T06:43:00.000Z,beta_engine
785,157911,15813,879842CL2R0156661577860220,a42CL3R,2002-03-27T19:52:00.000Z,beta_engine
786,123437,4500,5128642CL6R0156661577860220,a42CL3R,2001-11-20T19:25:00.000Z,beta_engine
787,198731,321,4684442CL5R0156661577860220,a42CL5R,2001-11-02T20:52:00.000Z,beta_engine
788,348496,5568,2970542CL1R0156661577860220,a42CL6R,2001-04-18T19:14:00.000Z,beta_engine
789,59333,14460,5382742CL7R0156661577860220,a42CL2R,2001-08-27T19:50:00.000Z,beta_engine
790,78828,27224,4420642CL9R0156661577860220,a42CL8R,2002-01-07T09:24:00.000Z,beta_engine
791,21072,3903,3798342CL8R0156661577860220,a42CL2R,2001-12-15T15:41:00.000Z,beta_engine
792,39601,29658,5124942CL8R0156661577860220,a42CL9R,2002-06-18T13:50:00.000Z,beta_engine
793,215719,12056,5151342CL5R0156661577860220,a42CL4R,2002-07-19T11:51:00.000Z,beta_engine
794,107971,29476,2453842CL8R0156661577860220,a42CL4R,2002-02-04T05:57:00.000Z,beta_engine
795,129661,5736,574242CL8R0156661577860220,a42CL2R,2002-03-24T21:37:00.000Z,beta_engine
796,139797,28800,2060142CL3R0156661577860220,a42CL5R,2001-09-23T20:13:00.000Z,beta_engine
797,163325,18217,5374642CL5R0156661577860220,a42CL5R,2001-11-04T13:54:00.000Z,beta_engine
798,329872,10147,4413042CL8R0156661577860220,a42CL6R,2003-02-24T12:45:00.000Z,beta_engine
799,32829,36616,4580942CL7R0156661577860220,a42CL3R,2001-12-04T14:00:00.000Z,beta_engine
800,217938,17893,5552142CL1R0156661577860220,a42CL4R,2002-03-14T16:56:00.000Z,beta_engine
801,50965,10314,2498942CL6R0156661577860220,a42CL5R,2002-08-20T21:49:00.000Z,beta_engine
802,42262,25728,3152142CL6R0156661577860220,a42CL3R,2002-04-04T23:16:00.000Z,beta_engine
803,78760,12033,3079242CL4R0156661577860220,a42CL9R,2001-11-29T18:18:00.000Z,beta_engine
804,139506,30822,1362742CL7R0156661577860220,a42CL2R,2002-07-21T03:17:00.000Z,beta_engine
805,37227,9985,6099142CL5R0156661577860220,a42CL1R,2002-05-21T02:42:00.000Z,beta_engine
806,147795,7849,1533342CL4R0156661577860220,a42CL6R,2001-09-22T11:14:00.000Z,beta_engine
807,106512,45237,5334242CL5R0156661577860220,a42CL8R,2001-07-12T12:00:00.000Z,beta_engine
808,267498,12620,1279542CL1R0156661577860220,a42CL8R,2001-06-04T06:52:00.000Z,beta_engine
809,14209,2316,781342CL4R0156661577860220,a42CL3R,2002-01-28T15:10:00.000Z,beta_engine
810,42530,29344,2433042CL3R0156661577860220,a42CL8R,2001-12-30T02:32:00.000Z,beta_engine
811,205263,18174,5660942CL2R0156661577860220,a42CL5R,2001-07-30T14:44:00.000Z,beta_engine
812,53081,20897,3690542CL6R0156661577860220,a42CL6R,2001-07-16T08:18:00.000Z,beta_engine
813,75664,43481,1824842CL1R0156661577860220,a42CL6R,2001-09-20T17:20:00.000Z,beta_engine
814,86501,11437,6255942CL5R0156661577860220,a42CL4R,2002-01-05T15:15:00.000Z,beta_engine
815,55411,4430,1143942CL7R0156661577860220,a42CL4R,2002-04-14T17:48:00.000Z,beta_engine
816,74880,20652,143942CL3R0156661577860220,a42CL9R,2001-12-04T23:22:00.000Z,beta_engine
817,57430,20745,693642CL2R0156661577860220,a42CL5R,2002-09-30T00:22:00.000Z,beta_engine
818,123443,3722,4046242CL6R0156661577860220,a42CL5R,2002-03-03T12:51:00.000Z,beta_engine
819,106888,25501,5506642CL1R0156661577860220,a42CL9R,2001-04-11T02:58:00.000Z,beta_engine
820,102190,8107,724042CL1R0156661577860220,a42CL2R,2001-12-02T12:00:00.000Z,beta_engine
821,15419,7066,2221942CL1R0156661577860220,a42CL7R,2001-06-18T19:24:00.000Z,beta_engine
822,77495,23247,1492642CL3R0156661577860220,a42CL8R,2002-04-10T07:50:00.000Z,beta_engine
823,39776,5746,1474642CL4R0156661577860220,a42CL6R,2002-04-25T23:01:00.000Z,beta_engine
824,53154,24685,2724142CL8R0156661577860220,a42CL6R,2002-09-04T21:10:00.000Z,beta_engine
825,12735,11270,2727342CL3R0156661577860220,a42CL1R,2002-01-18T03:49:00.000Z,beta_engine
826,121171,12915,2124442CL1R0156661577860220,a42CL6R,2001-06-08T10:21:00.000Z,beta_engine
827,168621,52937,737342CL8R0156661577860220,a42CL1R,2002-02-13T15:07:00.000Z,beta_engine
828,253239,13679,5317542CL1R0156661577860220,a42CL7R,2002-03-22T02:23:00.000Z,beta_engine
829,90756,13657,1273842CL8R0156661577860220,a42CL7R,2001-09-05T05:44:00.000Z,beta_engine
830,341104,5964,445942CL2R0156661577860220,a42CL8R,2001-12-20T02:53:00.000Z,beta_engine
831,22498,29816,6520042CL9R0156661577860220,a42CL7R,2001-06-01T17:20:00.000Z,beta_engine
832,94328,32240,4946442CL5R0156661577860220,a42CL2R,2002-08-04T02:12:00.000Z,beta_engine
833,388332,4746,3689042CL2R0156661577860220,a42CL4R,2001-12-04T04:46:00.000Z,beta_engine
834,523148,7637,6546342CL8R0156661577860220,a42CL7R,2002-01-14T02:21:00.000Z,beta_engine
835,136470,10068,2991742CL8R0156661577860220,a42CL3R,2002-01-29T13:11:00.000Z,beta_engine
836,176973,5909,17042CL2R0156661577860220,a42CL4R,2002-08-02T00:06:00.000Z,beta_engine
837,309625,15237,2555142CL2R0156661577860220,a42CL3R,2001-03-23T23:09:00.000Z,beta_engine
838,311343,26494,2348142CL2R0156661577860220,a42CL5R,2001-12-07T17:48:00.000Z,beta_engine
839,72438,25446,1185842CL6R0156661577860220,a42CL2R,2002-03-14T06:14:00.000Z,beta_engine
840,170747,2485,2895042CL9R0156661577860220,a42CL8R,2002-01-14T20:11:00.000Z,beta_engine
841,47926,29130,3838442CL4R0156661577860220,a42CL6R,2001-02-07T11:54:00.000Z,beta_engine
842,229466,22851,3753442CL3R0156661577860220,a42CL2R,2002-05-30T12:54:00.000Z,beta_engine
843,83044,35940,233142CL3R0156661577860220,a42CL1R,2002-06-03T10:22:00.000Z,beta_engine
844,85873,9941,1880142CL7R0156661577860220,a42CL1R,2002-11-18T02:00:00.000Z,beta_engine
845,209154,10650,3869342CL4R0156661577860220,a42CL5R,2000-10-09T07:45:00.000Z,beta_engine
846,286696,15580,5634142CL5R0156661577860220,a42CL8R,2001-04-27T23:26:00.000Z,beta_engine
847,241799,18444,4994742CL7R0156661577860220,a42CL9R,2001-08-30T06:55:00.000Z,beta_engine
848,209982,19331,1749142CL2R0156661577860220,a42CL5R,2001-12-16T08:46:00.000Z,beta_engine
849,37736,65221,552542CL5R0156661577860220,a42CL5R,2002-02-12T23:33:00.000Z,beta_engine
850,244295,2607,3522742CL1R0156661577860220,a42CL3R,2000-12-07T17:00:00.000Z,beta_engine
851,145997,24314,4580542CL3R0156661577860220,a42CL7R,2001-08-08T10:26:00.000Z,beta_engine
852,79748,45737,3373042CL8R0156661577860220,a42CL2R,2001-06-18T19:43:00.000Z,beta_engine
853,369456,14824,2787042CL6R0156661577860220,a42CL3R,2001-03-31T01:34:00.000Z,beta_engine
854,80891,54772,3198942CL7R0156661577860220,a42CL7R,2001-07-13T16:17:00.000Z,beta_engine
855,99657,12895,3152942CL7R0156661577860220,a42CL5R,2001-02-07T16:54:00.000Z,beta_engine
856,21949,52664,1184942CL9R0156661577860220,a42CL3R,2001-12-24T23:55:00.000Z,beta_engine
857,139809,35711,3786142CL1R0156661577860220,a42CL6R,2001-11-22T20:17:00.000Z,beta_engine
858,377159,10456,643042CL6R0156661577860220,a42CL2R,2002-03-28T05:40:00.000Z,beta_engine
859,47460,3247,5473142CL2R0156661577860220,a42CL6R,2002-07-09T04:37:00.000Z,beta_engine
860,89457,12483,2944342CL6R0156661577860220,a42CL7R,2001-10-25T11:32:00.000Z,beta_engine
861,95405,8223,1593942CL9R0156661577860220,a42CL5R,2001-10-26T19:08:00.000Z,beta_engine
862,340332,18457,5547042CL9R0156661577860220,a42CL2R,2001-07-24T14:09:00.000Z,beta_engine
863,280316,5606,4486242CL9R0156661577860220,a42CL8R,2001-05-16T04:51:00.000Z,beta_engine
864,203075,12469,3487542CL1R0156661577860220,a42CL9R,2001-09-01T09:39:00.000Z,beta_engine
865,331254,9164,1717842CL5R0156661577860220,a42CL8R,2001-09-02T00:16:00.000Z,beta_engine
866,125752,7598,1351642CL5R0156661577860220,a42CL4R,2001-04-06T21:54:00.000Z,beta_engine
867,139063,28758,3790242CL2R0156661577860220,a42CL3R,2001-11-14T03:50:00.000Z,beta_engine
868,208719,7723,3445342CL6R0156661577860220,a42CL5R,2001-11-06T06:35:00.000Z,beta_engine
869,195797,22921,6423242CL6R0156661577860220,a42CL3R,2001-08-21T02:08:00.000Z,beta_engine
870,224365,37432,5825542CL5R0156661577860220,a42CL4R,2000-12-23T19:07:00.000Z,beta_engine
871,41314,39934,5633742CL3R0156661577860220,a42CL5R,2002-03-20T15:50:00.000Z,beta_engine
872,90026,6811,6421142CL9R0156661577860220,a42CL2R,2001-08-02T03:32:00.000Z,beta_engine
873,190663,13041,3510042CL5R0156661577860220,a42CL9R,2003-01-30T09:07:00.000Z,beta_engine
874,89175,2618,5508342CL9R0156661577860220,a42CL4R,2001-11-29T11:21:00.000Z,beta_engine
875,28310,15259,1083942CL1R0156661577860220,a42CL1R,2001-11-02T10:18:00.000Z,beta_engine
876,227874,11425,38642CL4R0156661577860220,a42CL1R,2003-03-22T20:50:00.000Z,beta_engine
877,84119,11604,431242CL6R0156661577860220,a42CL2R,2002-08-21T05:02:00.000Z,beta_engine
878,132928,31372,5867742CL9R0156661577860220,a42CL6R,2001-12-31T23:55:00.000Z,beta_engine
879,22245,8599,5992642CL2R0156661577860220,a42CL4R,2001-12-02T19:09:00.000Z,beta_engine
880,346889,14589,2157942CL9R0156661577860220,a42CL3R,2002-08-09T20:58:00.000Z,beta_engine
881,141424,32660,5310342CL2R0156661577860220,a42CL7R,2002-05-12T20:18:00.000Z,beta_engine
882,340077,16737,701842CL1R0156661577860220,a42CL8R,2002-01-26T22:44:00.000Z,beta_engine
883,165804,28355,4083142CL4R0156661577860220,a42CL1R,2001-11-03T08:23:00.000Z,beta_engine
884,213755,33348,5251242CL6R0156661577860220,a42CL9R,2002-02-28T11:29:00.000Z,beta_engine
885,95993,11720,2345442CL2R0156661577860220,a42CL6R,2002-04-07T12:16:00.000Z,beta_engine
886,88727,3643,2700242CL4R0156661577860220,a42CL5R,2002-08-05T06:42:00.000Z,beta_engine
887,125727,20108,3193242CL7R0156661577860220,a42CL6R,2001-12-17T10:50:00.000Z,beta_engine
888,52748,18829,5903642CL6R0156661577860220,a42CL9R,2002-04-01T07:16:00.000Z,beta_engine
889,197482,18142,1374942CL7R0156661577860220,a42CL4R,2001-10-02T12:21:00.000Z,beta_engine
890,202498,14024,5780442CL6R0156661577860220,a42CL9R,2001-12-02T05:53:00.000Z,beta_engine
891,121980,21617,6504842CL6R0156661577860220,a42CL2R,2001-06-07T11:43:00.000Z,beta_engine
892,82979,65377,857342CL2R0156661577860220,a42CL8R,2002-10-20T01:04:00.000Z,beta_engine
893,264515,2089,3181542CL1R0156661577860220,a42CL7R,2002-02-05T11:04:00.000Z,beta_engine
894,322888,3865,2157342CL8R0156661577860220,a42CL4R,2002-07-16T01:08:00.000Z,beta_engine
895,487754,34084,2280642CL7R0156661577860220,a42CL2R,2001-03-28T12:17:00.000Z,beta_engine
896,101821,67058,2519142CL9R0156661577860220,a42CL9R,2002-06-25T05:17:00.000Z,beta_engine
897,196450,22424,3263342CL8R0156661577860220,a42CL5R,2001-01-01T21:16:00.000Z,beta_engine
898,117831,10792,3052942CL3R0156661577860220,a42CL5R,2001-08-21T18:37:00.000Z,beta_engine
899,278284,25329,4954642CL8R0156661577860220,a42CL9R,2002-01-06T13:43:00.000Z,beta_engine
900,167652,25365,5613042CL2R0156661577860220,a42CL9R,2001-07-07T18:12:00.000Z,beta_engine
901,97206,7028,5995342CL9R0156661577860220,a42CL7R,2002-10-01T19:59:00.000Z,beta_engine
902,139017,3680,2634442CL1R0156661577860220,a42CL5R,2002-02-02T22:01:00.000Z,beta_engine
903,288313,13828,138242CL3R0156661577860220,a42CL7R,2002-01-31T15:49:00.000Z,beta_engine
904,108536,45090,4829942CL2R0156661577860220,a42CL6R,2001-07-21T18:17:00.000Z,beta_engine
905,128001,18095,1037742CL6R0156661577860220,a42CL3R,2002-03-04T11:49:00.000Z,beta_engine
906,141974,4668,45642CL6R0156661577860220,a42CL3R,2001-12-24T20:18:00.000Z,beta_engine
907,144124,19298,5919842CL6R0156661577860220,a42CL6R,2001-10-27T15:02:00.000Z,beta_engine
908,69217,17356,4164542CL8R0156661577860220,a42CL9R,2002-01-28T18:15:00.000Z,beta_engine
909,100456,13641,6179542CL8R0156661577860220,a42CL8R,2002-05-07T18:48:00.000Z,beta_engine
910,123025,35973,4050342CL6R0156661577860220,a42CL2R,2002-04-25T12:13:00.000Z,beta_engine
911,88584,1132,4714942CL4R0156661577860220,a42CL1R,2002-04-04T03:30:00.000Z,beta_engine
912,167124,38264,406342CL6R0156661577860220,a42CL4R,2001-06-21T20:29:00.000Z,beta_engine
913,360714,3040,3111442CL2R0156661577860220,a42CL2R,2001-12-09T18:24:00.000Z,beta_engine
914,94106,32681,3855242CL2R0156661577860220,a42CL5R,2001-09-02T13:32:00.000Z,beta_engine
915,218025,1360,42242CL1R0156661577860220,a42CL2R,2003-01-12T19:31:00.000Z,beta_engine
916,78870,6579,3969042CL6R0156661577860220,a42CL5R,2001-10-26T01:56:00.000Z,beta_engine
917,294418,5517,1554142CL3R0156661577860220,a42CL9R,2001-11-19T11:50:00.000Z,beta_engine
918,84194,12401,2587142CL7R0156661577860220,a42CL6R,2002-05-27T23:53:00.000Z,beta_engine
919,109797,36081,3573542CL4R0156661577860220,a42CL2R,2001-10-03T09:29:00.000Z,beta_engine
920,167737,32934,3469142CL4R0156661577860220,a42CL9R,2001-11-19T21:52:00.000Z,beta_engine
921,216831,69642,2469042CL2R0156661577860220,a42CL2R,2002-03-05T03:13:00.000Z,beta_engine
922,53063,24961,2253442CL6R0156661577860220,a42CL3R,2002-01-23T21:43:00.000Z,beta_engine
923,95792,4304,5982342CL8R0156661577860220,a42CL8R,2001-03-01T09:26:00.000Z,beta_engine
924,33026,8782,1612642CL4R0156661577860220,a42CL8R,2001-10-12T00:08:00.000Z,beta_engine
925,125918,49979,1458442CL2R0156661577860220,a42CL1R,2002-04-11T08:49:00.000Z,beta_engine
926,152150,52486,685842CL3R0156661577860220,a42CL3R,2002-07-16T04:34:00.000Z,beta_engine
927,67771,20190,2989342CL8R0156661577860220,a42CL3R,2002-01-13T14:54:00.000Z,beta_engine
928,139486,9323,4105042CL3R0156661577860220,a42CL1R,2002-05-01T05:50:00.000Z,beta_engine
929,141522,2953,2484242CL8R0156661577860220,a42CL5R,2001-05-01T19:53:00.000Z,beta_engine
930,93276,11993,2655942CL5R0156661577860220,a42CL6R,2001-10-31T01:53:00.000Z,beta_engine
931,17505,25376,1282242CL6R0156661577860220,a42CL5R,2002-04-01T20:10:00.000Z,beta_engine
932,223774,48057,3549342CL3R0156661577860220,a42CL1R,2001-07-09T02:52:00.000Z,beta_engine
933,342994,5247,5041942CL7R0156661577860220,a42CL6R,2001-06-13T14:39:00.000Z,beta_engine
934,45183,46699,4298242CL5R0156661577860220,a42CL7R,2001-09-14T00:21:00.000Z,beta_engine
935,117325,16326,6005942CL9R0156661577860220,a42CL8R,2001-11-15T21:31:00.000Z,beta_engine
936,81908,10305,636042CL6R0156661577860220,a42CL8R,2001-07-18T21:26:00.000Z,beta_engine
937,116928,12968,5653442CL3R0156661577860220,a42CL3R,2002-07-22T15:01:00.000Z,beta_engine
938,332884,11232,3068642CL4R0156661577860220,a42CL6R,2002-05-06T10:58:00.000Z,beta_engine
939,142031,29100,5726642CL2R0156661577860220,a42CL4R,2002-02-05T14:07:00.000Z,beta_engine
940,139780,57959,3293442CL5R0156661577860220,a42CL2R,2002-05-22T06:10:00.000Z,beta_engine
941,428710,15708,2319442CL1R0156661577860220,a42CL2R,2001-09-30T22:48:00.000Z,beta_engine
942,147927,6097,5826842CL4R0156661577860220,a42CL8R,2002-02-04T14:17:00.000Z,beta_engine
943,479507,11839,4684742CL3R0156661577860220,a42CL8R,2002-06-13T10:58:00.000Z,beta_engine
944,43395,24347,4903442CL8R0156661577860220,a42CL3R,2001-10-16T05:25:00.000Z,beta_engine
945,422468,18640,5397642CL4R0156661577860220,a42CL6R,2001-10-29T13:56:00.000Z,beta_engine
