id,factory_no,machine_no,serial_no,part_no,status,timestamp
1528,267300,16539,5324242CL1R0156661577860220,a42CL1R,beta_engine,1014626820
1529,105555,30983,2411942CL4R0156661577860220,a42CL8R,beta_engine,1001647200
1530,38166,6410,2800842CL4R0156661577860220,a42CL8R,beta_engine,990112800
1531,188451,5726,3218242CL2R0156661577860220,a42CL1R,beta_engine,1004458560
1532,88930,7592,3601342CL3R0156661577860220,a42CL7R,beta_engine,995942700
1533,231931,11369,6271742CL7R0156661577860220,a42CL5R,beta_engine,1031239080
1534,62658,3668,1688642CL3R0156661577860220,a42CL7R,beta_engine,1017344400
1535,41604,9864,5432242CL1R0156661577860220,a42CL1R,beta_engine,996264120
1536,252431,3613,5472342CL8R0156661577860220,a42CL4R,beta_engine,978244200
1537,439245,21429,1475142CL1R0156661577860220,a42CL4R,beta_engine,1007482560
1538,337547,37804,2203042CL3R0156661577860220,a42CL9R,beta_engine,1022840880
1539,72310,3832,1609342CL9R0156661577860220,a42CL5R,beta_engine,992930700
1540,414934,7860,1044542CL7R0156661577860220,a42CL1R,beta_engine,1001754900
1541,64892,9737,2317342CL5R0156661577860220,a42CL3R,beta_engine,998655360
1542,151128,5014,3691142CL9R0156661577860220,a42CL2R,beta_engine,1015432020
1543,140538,17501,5698242CL1R0156661577860220,a42CL8R,beta_engine,1004805300
1544,453985,2025,4946542CL9R0156661577860220,a42CL5R,beta_engine,1014059640
1545,35664,25159,2028942CL7R0156661577860220,a42CL1R,beta_engine,991180920
1546,451395,17552,2029942CL9R0156661577860220,a42CL5R,beta_engine,983079420
1547,87464,28003,6154542CL4R0156661577860220,a42CL8R,beta_engine,1024805760
1548,269423,8508,6315742CL6R0156661577860220,a42CL5R,beta_engine,1023161460
1549,177251,39787,3261742CL7R0156661577860220,a42CL5R,beta_engine,1016868720
1550,119392,16804,2101442CL7R0156661577860220,a42CL2R,beta_engine,1002961260
1551,201831,15417,3840142CL7R0156661577860220,a42CL9R,beta_engine,1005293220
1552,21288,4211,737842CL8R0156661577860220,a42CL2R,beta_engine,977355840
1553,71480,4323,3472642CL5R0156661577860220,a42CL3R,beta_engine,980917920
1554,90690,36443,1005742CL6R0156661577860220,a42CL9R,beta_engine,985904580
1555,222946,10061,5895442CL8R0156661577860220,a42CL6R,beta_engine,994947840
1556,144556,5731,725542CL5R0156661577860220,a42CL8R,beta_engine,1030240320
1557,61457,8369,2078442CL2R0156661577860220,a42CL8R,beta_engine,1003024800
1558,164806,41773,3448142CL5R0156661577860220,a42CL5R,beta_engine,1018014240
1559,57011,8992,2747242CL7R0156661577860220,a42CL9R,beta_engine,1004088780
1560,203079,17613,4824842CL9R0156661577860220,a42CL3R,beta_engine,1013556900
1561,29963,29283,3807242CL8R0156661577860220,a42CL7R,beta_engine,987094080
1562,182543,17425,4742542CL2R0156661577860220,a42CL7R,beta_engine,1026868260
1563,116128,15738,2438742CL8R0156661577860220,a42CL6R,beta_engine,988345560
1564,61352,23030,2410442CL1R0156661577860220,a42CL6R,beta_engine,999863220
1565,258826,22878,3505842CL9R0156661577860220,a42CL3R,beta_engine,1031129940
1566,103003,650,2872242CL7R0156661577860220,a42CL5R,beta_engine,1006265220
1567,336771,23432,1197342CL7R0156661577860220,a42CL2R,beta_engine,997545720
1568,56872,1044,678142CL1R0156661577860220,a42CL5R,beta_engine,998545380
1569,110940,4196,6030442CL5R0156661577860220,a42CL2R,beta_engine,1006592280
1570,177571,846,1772142CL2R0156661577860220,a42CL8R,beta_engine,1029934200
1571,85575,15056,2049042CL7R0156661577860220,a42CL6R,beta_engine,991483020
1572,94072,14770,6078342CL1R0156661577860220,a42CL9R,beta_engine,997759080
1573,375401,35339,590542CL8R0156661577860220,a42CL3R,beta_engine,1010560500
1574,118998,18518,6389542CL2R0156661577860220,a42CL3R,beta_engine,1008509520
1575,137580,8851,5790842CL5R0156661577860220,a42CL6R,beta_engine,1023141660
1576,39958,6847,1865042CL4R0156661577860220,a42CL4R,beta_engine,1012350600
1577,123544,56776,3921742CL4R0156661577860220,a42CL9R,beta_engine,1012606620
1578,140814,4436,3375242CL8R0156661577860220,a42CL6R,beta_engine,1000697700
1579,144792,17066,5378842CL4R0156661577860220,a42CL9R,beta_engine,1009854900
1580,299327,24939,6165342CL3R0156661577860220,a42CL2R,beta_engine,1025414220
1581,262034,8710,3440642CL3R0156661577860220,a42CL8R,beta_engine,1010142720
1582,241790,14135,2367442CL9R0156661577860220,a42CL5R,beta_engine,1019570160
1583,84791,5249,5952242CL6R0156661577860220,a42CL1R,beta_engine,1026730740
1584,114827,21598,2385142CL8R0156661577860220,a42CL5R,beta_engine,1032468420
1585,266659,31639,4274042CL4R0156661577860220,a42CL3R,beta_engine,1022147040
1586,109247,60138,1849842CL1R0156661577860220,a42CL7R,beta_engine,1021874820
1587,40635,28220,5423042CL5R0156661577860220,a42CL1R,beta_engine,1012571580
1588,61640,34764,5443642CL7R0156661577860220,a42CL8R,beta_engine,995841300
1589,76966,13958,5534742CL1R0156661577860220,a42CL4R,beta_engine,1002112320
1590,246549,3124,611742CL9R0156661577860220,a42CL9R,beta_engine,1012325520
1591,282953,6348,1781242CL3R0156661577860220,a42CL2R,beta_engine,994981500
1592,142588,13382,3246842CL8R0156661577860220,a42CL2R,beta_engine,1011862620
1593,387875,20576,6205842CL1R0156661577860220,a42CL4R,beta_engine,986283480
1594,91525,968,5795142CL9R0156661577860220,a42CL6R,beta_engine,1014261480
1595,129976,22798,650542CL6R0156661577860220,a42CL3R,beta_engine,1013852280
1596,182409,7160,1709342CL5R0156661577860220,a42CL3R,beta_engine,966354780
1597,235195,9359,3377542CL4R0156661577860220,a42CL8R,beta_engine,1018796400
1598,74003,43510,1848942CL9R0156661577860220,a42CL7R,beta_engine,997199040
1599,210621,4729,1329042CL8R0156661577860220,a42CL4R,beta_engine,1002355680
1600,63253,12717,2192242CL6R0156661577860220,a42CL2R,beta_engine,999937200
1601,265554,10907,3974142CL9R0156661577860220,a42CL3R,beta_engine,996134040
1602,61837,2466,385742CL7R0156661577860220,a42CL5R,beta_engine,996468300
1603,37133,17390,5504942CL8R0156661577860220,a42CL3R,beta_engine,1002862620
1604,79129,22607,2717942CL3R0156661577860220,a42CL9R,beta_engine,1010987640
1605,66429,4184,1628442CL9R0156661577860220,a42CL2R,beta_engine,996271980
1606,209690,17331,1709942CL3R0156661577860220,a42CL5R,beta_engine,1001718900
1607,85593,24284,4925342CL8R0156661577860220,a42CL4R,beta_engine,1008898620
1608,387307,27616,5794042CL8R0156661577860220,a42CL9R,beta_engine,1000381320
1609,62870,18681,4394642CL6R0156661577860220,a42CL6R,beta_engine,1005939780
1610,102233,6506,3482342CL8R0156661577860220,a42CL4R,beta_engine,1003669140
1611,78292,6494,3950042CL2R0156661577860220,a42CL4R,beta_engine,1016875920
1612,96514,12978,2543742CL8R0156661577860220,a42CL1R,beta_engine,1012225260
1613,176821,61577,5999542CL6R0156661577860220,a42CL5R,beta_engine,1032609240
1614,102279,12341,5495142CL7R0156661577860220,a42CL4R,beta_engine,1022952420
1615,205579,32142,1565142CL6R0156661577860220,a42CL6R,beta_engine,1017506400
1616,94181,59481,3165742CL2R0156661577860220,a42CL1R,beta_engine,1019406180
1617,200591,4190,1788442CL1R0156661577860220,a42CL5R,beta_engine,1001242200
1618,258035,9172,3142942CL1R0156661577860220,a42CL9R,beta_engine,1006527900
1619,225631,53153,1675242CL2R0156661577860220,a42CL2R,beta_engine,1011877500
1620,709174,7936,946342CL5R0156661577860220,a42CL2R,beta_engine,1026293220
1621,84292,30447,5720242CL7R0156661577860220,a42CL1R,beta_engine,1011783240
1622,159427,19498,106842CL1R0156661577860220,a42CL2R,beta_engine,1024906020
1623,105637,18802,3397342CL8R0156661577860220,a42CL8R,beta_engine,1001696520
1624,65115,67075,3884042CL8R0156661577860220,a42CL1R,beta_engine,999781440
1625,105532,13156,6280742CL4R0156661577860220,a42CL6R,beta_engine,1017669240
1626,218575,10786,2934142CL1R0156661577860220,a42CL7R,beta_engine,985894620
1627,141745,7372,5246542CL9R0156661577860220,a42CL8R,beta_engine,991243800
1628,154355,2764,2689542CL8R0156661577860220,a42CL3R,beta_engine,1002462060
1629,17600,10495,2439042CL8R0156661577860220,a42CL5R,beta_engine,1017325980
1630,164155,17627,4561342CL4R0156661577860220,a42CL6R,beta_engine,1028638380
1631,87601,12550,5416542CL8R0156661577860220,a42CL4R,beta_engine,984727080
1632,47253,17844,2998142CL7R0156661577860220,a42CL4R,beta_engine,1002266580
1633,244683,30104,6464642CL3R0156661577860220,a42CL7R,beta_engine,1020490920
1634,289730,23660,6085342CL2R0156661577860220,a42CL6R,beta_engine,1013793120
1635,197133,10879,564942CL4R0156661577860220,a42CL2R,beta_engine,997416000
1636,188974,6855,6271842CL1R0156661577860220,a42CL1R,beta_engine,981205680
1637,14873,23435,2975042CL7R0156661577860220,a42CL5R,beta_engine,1004933580
1638,258206,49964,2652442CL7R0156661577860220,a42CL6R,beta_engine,983559840
1639,92903,2856,5531942CL5R0156661577860220,a42CL9R,beta_engine,1011228300
1640,108866,63714,4920042CL2R0156661577860220,a42CL9R,beta_engine,1008596640
1641,149133,32272,4019042CL9R0156661577860220,a42CL9R,beta_engine,1013399760
1642,63352,11699,2101242CL9R0156661577860220,a42CL9R,beta_engine,1005582720
1643,31906,24841,5975242CL7R0156661577860220,a42CL1R,beta_engine,1065899400
1644,126055,4104,638442CL3R0156661577860220,a42CL5R,beta_engine,1003588080
1645,228937,5922,4928542CL6R0156661577860220,a42CL7R,beta_engine,990885600
1646,106474,31937,3680842CL5R0156661577860220,a42CL7R,beta_engine,997128840
1647,68720,16319,1786142CL7R0156661577860220,a42CL4R,beta_engine,982980480
1648,213035,8337,6019042CL7R0156661577860220,a42CL3R,beta_engine,1016297580
1649,132251,8277,6546742CL2R0156661577860220,a42CL8R,beta_engine,1011288480
1650,140639,20078,207542CL1R0156661577860220,a42CL4R,beta_engine,1007905500
1651,234967,12606,2788942CL4R0156661577860220,a42CL7R,beta_engine,992178660
1652,86735,5840,3414542CL2R0156661577860220,a42CL2R,beta_engine,995213580
1653,89154,23368,1611942CL8R0156661577860220,a42CL1R,beta_engine,1025525640
1654,54830,18658,3348442CL4R0156661577860220,a42CL3R,beta_engine,1015237140
1655,108129,14127,292342CL9R0156661577860220,a42CL7R,beta_engine,1044431400
1656,113355,2099,5958542CL1R0156661577860220,a42CL1R,beta_engine,1011202260
1657,113035,8968,6032342CL2R0156661577860220,a42CL1R,beta_engine,981978420
1658,29255,17771,2045342CL1R0156661577860220,a42CL9R,beta_engine,1009245840
1659,230952,13840,1690642CL6R0156661577860220,a42CL7R,beta_engine,1042448640
1660,46123,12246,1180042CL4R0156661577860220,a42CL7R,beta_engine,991435860
1661,169287,37887,1202442CL5R0156661577860220,a42CL3R,beta_engine,975834900
1662,161678,16418,3696642CL2R0156661577860220,a42CL8R,beta_engine,999543780
1663,220926,4312,5281642CL7R0156661577860220,a42CL8R,beta_engine,984619860
1664,147018,19105,6368742CL9R0156661577860220,a42CL5R,beta_engine,988446960
1665,180137,32831,2322642CL2R0156661577860220,a42CL4R,beta_engine,1009652820
1666,70679,42080,6222442CL8R0156661577860220,a42CL2R,beta_engine,990617220
1667,81278,19918,3446042CL1R0156661577860220,a42CL5R,beta_engine,1009617000
1668,164035,9403,760942CL2R0156661577860220,a42CL6R,beta_engine,1028816580
1669,119361,10563,4311742CL6R0156661577860220,a42CL1R,beta_engine,1012590180
1670,25576,5482,3052142CL1R0156661577860220,a42CL6R,beta_engine,1009116960
1671,73360,14692,1822942CL1R0156661577860220,a42CL2R,beta_engine,1006786560
1672,172126,10145,707142CL8R0156661577860220,a42CL6R,beta_engine,1017826920
1673,193930,25416,6495442CL7R0156661577860220,a42CL9R,beta_engine,999411060
1674,110923,26925,5739142CL6R0156661577860220,a42CL1R,beta_engine,1002713640
1675,51196,19098,1223142CL8R0156661577860220,a42CL3R,beta_engine,1006886040
1676,107950,28906,3586242CL4R0156661577860220,a42CL6R,beta_engine,1017809100
1677,76898,6661,3431842CL7R0156661577860220,a42CL6R,beta_engine,1007175120
1678,125523,22683,3837142CL2R0156661577860220,a42CL2R,beta_engine,1012323720
1679,188640,2572,5048242CL3R0156661577860220,a42CL6R,beta_engine,1028112780
1680,136821,7440,1022342CL3R0156661577860220,a42CL9R,beta_engine,1022611680
1681,323683,25107,3501142CL7R0156661577860220,a42CL7R,beta_engine,995503200
1682,60618,12264,2435342CL8R0156661577860220,a42CL6R,beta_engine,1012628700
1683,149174,10909,4159142CL1R0156661577860220,a42CL2R,beta_engine,999944340
1684,87575,54494,3487042CL3R0156661577860220,a42CL4R,beta_engine,1000254180
1685,199722,12205,3476142CL8R0156661577860220,a42CL1R,beta_engine,1016783160
1686,144107,16086,4551242CL7R0156661577860220,a42CL2R,beta_engine,993318540
1687,68021,15362,5349942CL3R0156661577860220,a42CL7R,beta_engine,1007309040
1688,87035,7556,5862942CL6R0156661577860220,a42CL7R,beta_engine,994348140
1689,272827,42701,3760742CL9R0156661577860220,a42CL4R,beta_engine,1001869560
1690,280651,41176,6410542CL7R0156661577860220,a42CL8R,beta_engine,1000741860
1691,109129,14108,4806942CL1R0156661577860220,a42CL8R,beta_engine,1015451460
1692,137554,44076,4723642CL4R0156661577860220,a42CL4R,beta_engine,1004060580
1693,296701,2940,2352142CL2R0156661577860220,a42CL2R,beta_engine,1008887040
1694,247537,7699,6477242CL4R0156661577860220,a42CL5R,beta_engine,996012120
1695,23650,2852,5425342CL7R0156661577860220,a42CL1R,beta_engine,973604400
1696,57693,22343,6209042CL9R0156661577860220,a42CL8R,beta_engine,1006114860
1697,72649,12390,2814642CL6R0156661577860220,a42CL3R,beta_engine,1033608300
1698,324665,20301,4154942CL1R0156661577860220,a42CL2R,beta_engine,1015196520
1699,97270,8464,4800642CL5R0156661577860220,a42CL8R,beta_engine,991915020
1700,376117,17032,2995542CL1R0156661577860220,a42CL8R,beta_engine,978309240
1701,158721,63954,4961542CL6R0156661577860220,a42CL9R,beta_engine,1008008460
1702,193698,8878,3068242CL1R0156661577860220,a42CL8R,beta_engine,1005342720
1703,23786,9866,2733342CL4R0156661577860220,a42CL2R,beta_engine,1012714560
1704,93440,11249,6196342CL5R0156661577860220,a42CL5R,beta_engine,1007887380
1705,53661,25161,5923942CL7R0156661577860220,a42CL1R,beta_engine,999678540
1706,121132,19319,1696342CL7R0156661577860220,a42CL5R,beta_engine,1011284460
1707,239105,4975,5782542CL7R0156661577860220,a42CL7R,beta_engine,1010886900
1708,190136,25093,3597142CL2R0156661577860220,a42CL1R,beta_engine,1014961140
1709,465642,13773,2778942CL2R0156661577860220,a42CL4R,beta_engine,1005650220
1710,120802,31736,2690842CL4R0156661577860220,a42CL2R,beta_engine,1010933520
1711,149408,38415,4532042CL3R0156661577860220,a42CL8R,beta_engine,980227320
1712,175210,20438,5470442CL3R0156661577860220,a42CL4R,beta_engine,999654900
1713,161521,42694,355942CL5R0156661577860220,a42CL7R,beta_engine,1020553020
1714,34851,13141,2280042CL3R0156661577860220,a42CL1R,beta_engine,1004527920
1715,276117,9325,5551942CL9R0156661577860220,a42CL8R,beta_engine,986925540
1716,33589,14772,3664042CL9R0156661577860220,a42CL7R,beta_engine,993011460
1717,86286,2300,1214442CL2R0156661577860220,a42CL8R,beta_engine,1002029640
1718,105535,19229,3268142CL3R0156661577860220,a42CL1R,beta_engine,995584740
1719,267018,50023,1577942CL3R0156661577860220,a42CL4R,beta_engine,1016577780
1720,81452,25374,1757042CL2R0156661577860220,a42CL6R,beta_engine,982670760
1721,76935,32404,4873842CL5R0156661577860220,a42CL2R,beta_engine,1007802000
1722,57731,9046,6180842CL9R0156661577860220,a42CL6R,beta_engine,1019961180
1723,88848,14237,1964442CL6R0156661577860220,a42CL4R,beta_engine,1014202320
1724,37364,23059,2052242CL7R0156661577860220,a42CL3R,beta_engine,1003226520
1725,316124,31467,2664742CL6R0156661577860220,a42CL7R,beta_engine,1031131680
1726,69842,14900,6265542CL7R0156661577860220,a42CL8R,beta_engine,999966720
1727,418829,27916,2144842CL9R0156661577860220,a42CL8R,beta_engine,1005293340
1728,111768,26265,1084142CL1R0156661577860220,a42CL1R,beta_engine,1011099960
1729,100760,1958,4382142CL8R0156661577860220,a42CL2R,beta_engine,1028417220
1730,164650,30866,783542CL6R0156661577860220,a42CL2R,beta_engine,1005442920
1731,171344,38093,2678942CL6R0156661577860220,a42CL2R,beta_engine,993830760
1732,193699,5247,3956842CL2R0156661577860220,a42CL3R,beta_engine,986083500
1733,134782,9487,6048842CL5R0156661577860220,a42CL3R,beta_engine,996837240
1734,33147,12868,94442CL8R0156661577860220,a42CL5R,beta_engine,987204480
1735,403854,24763,3845142CL5R0156661577860220,a42CL2R,beta_engine,1009407780
1736,340979,1312,2864742CL4R0156661577860220,a42CL5R,beta_engine,1005203460
1737,239450,6735,5111042CL5R0156661577860220,a42CL2R,beta_engine,1015792320
1738,123444,25320,733042CL5R0156661577860220,a42CL3R,beta_engine,1002829020
1739,93593,37225,5563142CL4R0156661577860220,a42CL6R,beta_engine,1009708260
1740,442307,34918,3582342CL6R0156661577860220,a42CL7R,beta_engine,1002594540
1741,323937,14135,5777042CL8R0156661577860220,a42CL4R,beta_engine,1001138460
1742,115991,38820,1192042CL8R0156661577860220,a42CL5R,beta_engine,976064940
1743,77341,17746,2867242CL3R0156661577860220,a42CL8R,beta_engine,1006402500
1744,164151,10941,2380142CL4R0156661577860220,a42CL4R,beta_engine,995857200
1745,138738,24848,317842CL1R0156661577860220,a42CL2R,beta_engine,998018820
1746,110582,10020,3327042CL7R0156661577860220,a42CL6R,beta_engine,988303800
1747,82344,22079,4418542CL6R0156661577860220,a42CL1R,beta_engine,1021679520
1748,145046,20530,2737942CL8R0156661577860220,a42CL7R,beta_engine,1002718980
1749,278304,24733,2502542CL8R0156661577860220,a42CL8R,beta_engine,996614700
1750,50850,1965,5435942CL4R0156661577860220,a42CL3R,beta_engine,1029649560
1751,253893,17970,1667942CL8R0156661577860220,a42CL1R,beta_engine,1020700920
1752,160392,20367,859342CL6R0156661577860220,a42CL9R,beta_engine,999706680
1753,279898,19432,4491742CL1R0156661577860220,a42CL2R,beta_engine,998942340
1754,128623,2971,5010742CL6R0156661577860220,a42CL1R,beta_engine,1015422180
1755,128857,22441,1408042CL1R0156661577860220,a42CL5R,beta_engine,987879300
1756,140149,9848,6140042CL1R0156661577860220,a42CL7R,beta_engine,1003968960
1757,124471,22842,1380242CL3R0156661577860220,a42CL2R,beta_engine,1008770400
1758,42031,2044,6548442CL5R0156661577860220,a42CL5R,beta_engine,994881840
1759,182985,6169,3479142CL5R0156661577860220,a42CL2R,beta_engine,1003065840
1760,105795,30512,4211242CL9R0156661577860220,a42CL1R,beta_engine,1021243620
1761,361811,7548,5683942CL6R0156661577860220,a42CL4R,beta_engine,989624520
1762,45215,7455,1889442CL5R0156661577860220,a42CL8R,beta_engine,994021080
1763,56574,11566,4390442CL9R0156661577860220,a42CL5R,beta_engine,990692880
1764,20295,33431,1228242CL4R0156661577860220,a42CL3R,beta_engine,1005491100
1765,66237,10871,2435842CL9R0156661577860220,a42CL6R,beta_engine,1020722100
1766,369972,46037,5849442CL9R0156661577860220,a42CL2R,beta_engine,986070840
1767,113877,16494,2821142CL1R0156661577860220,a42CL5R,beta_engine,997510080
1768,33323,19526,4007742CL2R0156661577860220,a42CL2R,beta_engine,1019579220
1769,38801,9261,5276042CL5R0156661577860220,a42CL7R,beta_engine,990707700
1770,155810,42271,5803442CL6R0156661577860220,a42CL1R,beta_engine,1017610500
1771,97881,7315,1030542CL5R0156661577860220,a42CL7R,beta_engine,993651600
1772,59575,10633,193642CL4R0156661577860220,a42CL7R,beta_engine,1023242280
1773,55936,8780,3602642CL5R0156661577860220,a42CL6R,beta_engine,1025109780
1774,135896,31463,3585842CL1R0156661577860220,a42CL2R,beta_engine,1031567340
1775,243887,23629,3375042CL6R0156661577860220,a42CL4R,beta_engine,1016835180
1776,45918,28521,5285642CL9R0156661577860220,a42CL9R,beta_engine,1014937680
1777,87819,25900,2174342CL1R0156661577860220,a42CL7R,beta_engine,1007577240
1778,113770,10947,2062842CL9R0156661577860220,a42CL6R,beta_engine,1012358400
1779,232266,13062,853142CL2R0156661577860220,a42CL5R,beta_engine,1005848520
1780,230098,15867,4803642CL2R0156661577860220,a42CL7R,beta_engine,1013248020
1781,153920,14537,2113442CL5R0156661577860220,a42CL9R,beta_engine,992781300
1782,186478,2904,4432242CL8R0156661577860220,a42CL9R,beta_engine,987223080
1783,173980,4001,1233842CL6R0156661577860220,a42CL4R,beta_engine,999160680
1784,257788,1397,1021742CL6R0156661577860220,a42CL6R,beta_engine,964079460
1785,76343,6585,6199342CL5R0156661577860220,a42CL7R,beta_engine,1011418980
1786,29200,15951,5237842CL6R0156661577860220,a42CL3R,beta_engine,1033776780
1787,31060,18821,2543842CL4R0156661577860220,a42CL2R,beta_engine,999975840
1788,55150,13528,5203742CL5R0156661577860220,a42CL6R,beta_engine,1023239460
1789,98637,31784,2030242CL2R0156661577860220,a42CL8R,beta_engine,1008732540
1790,108068,12640,3279742CL1R0156661577860220,a42CL8R,beta_engine,1027865160
1791,242795,1574,1885842CL7R0156661577860220,a42CL2R,beta_engine,1016265660
1792,346946,5307,31142CL1R0156661577860220,a42CL3R,beta_engine,1006569060
1793,173990,27639,3679042CL2R0156661577860220,a42CL1R,beta_engine,1027316460
1794,77522,16476,4759742CL1R0156661577860220,a42CL3R,beta_engine,1007346300
1795,89204,8738,6264242CL2R0156661577860220,a42CL6R,beta_engine,1018206900
1796,154390,8810,128742CL7R0156661577860220,a42CL5R,beta_engine,1015738800
1797,289465,10927,5078242CL6R0156661577860220,a42CL2R,beta_engine,1001058960
1798,176118,7020,988642CL9R0156661577860220,a42CL5R,beta_engine,1023816540
1799,84990,2361,1802942CL7R0156661577860220,a42CL5R,beta_engine,997807860
1800,205451,2426,1121042CL2R0156661577860220,a42CL4R,beta_engine,1002927360
1801,247051,41756,1283942CL7R0156661577860220,a42CL2R,beta_engine,1009920360
1802,178655,10255,6447042CL2R0156661577860220,a42CL1R,beta_engine,991032240
1803,23353,20103,3229642CL8R0156661577860220,a42CL4R,beta_engine,1014683160
1804,66077,18278,2865942CL8R0156661577860220,a42CL2R,beta_engine,1007166900
1805,197324,23576,6203042CL3R0156661577860220,a42CL9R,beta_engine,1010619240
1806,76186,3801,4253342CL9R0156661577860220,a42CL2R,beta_engine,1001292120
1807,52741,17584,1601742CL2R0156661577860220,a42CL4R,beta_engine,1012702320
1808,124690,5996,3643242CL5R0156661577860220,a42CL3R,beta_engine,1000089120
1809,335190,20153,6302742CL9R0156661577860220,a42CL5R,beta_engine,1005798600
1810,93944,20570,3342342CL6R0156661577860220,a42CL7R,beta_engine,1012379340
1811,27241,19568,5646042CL9R0156661577860220,a42CL9R,beta_engine,996190080
1812,198647,1153,4017642CL4R0156661577860220,a42CL4R,beta_engine,974697180
1813,56678,30005,5267942CL8R0156661577860220,a42CL5R,beta_engine,1015106040
1814,137406,28799,4218442CL3R0156661577860220,a42CL5R,beta_engine,1027198080
1815,132818,8128,279942CL1R0156661577860220,a42CL6R,beta_engine,1012745340
1816,97067,9007,6376542CL3R0156661577860220,a42CL5R,beta_engine,1034326680
1817,218728,26708,1043342CL1R0156661577860220,a42CL5R,beta_engine,1004158260
1818,224466,16195,1761742CL4R0156661577860220,a42CL4R,beta_engine,1012860720
1819,214720,474,5230342CL1R0156661577860220,a42CL1R,beta_engine,1011287280
1820,154086,35565,5281442CL3R0156661577860220,a42CL8R,beta_engine,989558760
1821,98542,5588,6170842CL6R0156661577860220,a42CL2R,beta_engine,1018148520
1822,158665,10203,1783742CL1R0156661577860220,a42CL1R,beta_engine,1030452000
1823,138614,9683,3820342CL4R0156661577860220,a42CL1R,beta_engine,1020814440
1824,126712,18989,146442CL3R0156661577860220,a42CL8R,beta_engine,998809140
1825,164765,33198,202942CL3R0156661577860220,a42CL1R,beta_engine,1035947160
1826,302881,14181,3523542CL2R0156661577860220,a42CL1R,beta_engine,995805780
1827,158477,6658,4903142CL2R0156661577860220,a42CL3R,beta_engine,1017082560
1828,106362,12935,2593142CL8R0156661577860220,a42CL3R,beta_engine,1023167160
1829,167411,9231,1894442CL2R0156661577860220,a42CL2R,beta_engine,988779660
1830,133111,16947,5426442CL4R0156661577860220,a42CL3R,beta_engine,1034959500
1831,98632,948,2326442CL2R0156661577860220,a42CL1R,beta_engine,1034385300
1832,115882,18473,4514842CL9R0156661577860220,a42CL9R,beta_engine,1016854140
1833,141847,11083,6116742CL3R0156661577860220,a42CL9R,beta_engine,990241500
1834,344571,23922,2968842CL5R0156661577860220,a42CL1R,beta_engine,1003879860
1835,108627,14301,6496442CL9R0156661577860220,a42CL3R,beta_engine,989440560
1836,84903,41041,6264942CL8R0156661577860220,a42CL1R,beta_engine,1021025280
1837,95699,24761,3207242CL4R0156661577860220,a42CL7R,beta_engine,1016761860
1838,115203,12910,4230542CL4R0156661577860220,a42CL1R,beta_engine,1003483740
1839,49954,6065,3383042CL8R0156661577860220,a42CL9R,beta_engine,999052800
1840,29460,7744,3601442CL1R0156661577860220,a42CL3R,beta_engine,1003457460
1841,15931,5218,5574142CL9R0156661577860220,a42CL7R,beta_engine,1007975580
1842,266754,28698,1034942CL5R0156661577860220,a42CL1R,beta_engine,1016293440
1843,57083,34560,195242CL6R0156661577860220,a42CL1R,beta_engine,991577100
1844,254283,22268,1587442CL1R0156661577860220,a42CL7R,beta_engine,1018405980
1845,158291,37573,2158642CL2R0156661577860220,a42CL8R,beta_engine,998396940
1846,121819,11240,4485642CL9R0156661577860220,a42CL7R,beta_engine,998127360
1847,156067,24915,2848942CL4R0156661577860220,a42CL2R,beta_engine,998859240
1848,355735,15895,579042CL1R0156661577860220,a42CL9R,beta_engine,967813800
1849,124634,41062,1660242CL7R0156661577860220,a42CL8R,beta_engine,993500880
1850,221655,3205,520142CL7R0156661577860220,a42CL1R,beta_engine,1001800680
1851,78052,30075,648642CL7R0156661577860220,a42CL7R,beta_engine,1020583200
1852,194952,9654,872142CL6R0156661577860220,a42CL5R,beta_engine,1003227840
1853,125051,18016,1733242CL9R0156661577860220,a42CL3R,beta_engine,1028147040
1854,124409,18370,390742CL2R0156661577860220,a42CL4R,beta_engine,1015715040
1855,307927,25553,2363242CL7R0156661577860220,a42CL6R,beta_engine,1025007660
1856,106965,16008,4417042CL1R0156661577860220,a42CL2R,beta_engine,1003023420
1857,19927,5743,4331942CL3R0156661577860220,a42CL1R,beta_engine,1034382120
1858,161884,42335,5533542CL7R0156661577860220,a42CL4R,beta_engine,1018505280
1859,69911,11818,5393842CL7R0156661577860220,a42CL2R,beta_engine,1000533960
1860,187967,21357,4240142CL2R0156661577860220,a42CL4R,beta_engine,998637060
1861,133375,1784,6263642CL1R0156661577860220,a42CL2R,beta_engine,1001181120
1862,125590,3163,2584142CL4R0156661577860220,a42CL2R,beta_engine,1027783620
1863,75962,20649,2083742CL1R0156661577860220,a42CL9R,beta_engine,1000899000
1864,114801,5539,4093942CL5R0156661577860220,a42CL6R,beta_engine,987585360
1865,176212,35007,3812242CL2R0156661577860220,a42CL6R,beta_engine,990977520
1866,175652,22150,6029342CL4R0156661577860220,a42CL1R,beta_engine,1004500920
1867,85816,19160,647542CL5R0156661577860220,a42CL1R,beta_engine,1004690580
1868,78570,26397,4159242CL6R0156661577860220,a42CL2R,beta_engine,985594800
1869,127581,30000,1854742CL1R0156661577860220,a42CL6R,beta_engine,985203900
1870,138436,16583,640042CL2R0156661577860220,a42CL5R,beta_engine,1031586780
1871,148405,40500,4069042CL4R0156661577860220,a42CL8R,beta_engine,1014074820
